distrito,20a29,30a39,40a49,50a59,60a69,70a79,80e+,< 1 ano,15a19,Total,ano,cid,dcnt
Santa Cecília,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Santana,-,-,-,-,-,,1,,,1,2022,J47,Bronquectasia
Santo Amaro,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
São Domingos,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
São Lucas,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
São Mateus,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
São Miguel,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
São Rafael,-,-,1,-,-,,-,,,1,2022,J47,Bronquectasia
Sapopemba,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Saúde,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Sé,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Socorro,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Tatuapé,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Tremembé,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Tucuruvi,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Andrade,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Curuçá,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Formosa,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Guilherme,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Jacuí,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Leopoldina,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Maria,-,-,1,1,-,,-,,,2,2022,J47,Bronquectasia
Vila Mariana,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Matilde,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Medeiros,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Prudente,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Vila Sônia,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Desconhecido,-,-,-,-,-,,-,,,-,2022,J47,Bronquectasia
Ignorado,-,-,-,-,-,,1,,,1,2022,J47,Bronquectasia
Água Rasa,,-,-,-,-,1,-,-,,1,2023,J47,Bronquectasia
Alto de Pinheiros,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Anhanguera,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Aricanduva,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Artur Alvim,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Barra Funda,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Bela Vista,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Belém,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Bom Retiro,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Brás,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Brasilândia,,-,-,-,1,-,-,-,,1,2023,J47,Bronquectasia
Butantã,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cachoeirinha,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cambuci,,-,1,-,-,-,-,-,,1,2023,J47,Bronquectasia
Campo Belo,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Campo Grande,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Campo Limpo,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cangaíba,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Capão Redondo,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Carrão,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Casa Verde,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cidade Ademar,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cidade Dutra,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cidade Líder,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cidade Tiradentes,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Consolação,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Cursino,,-,-,1,-,-,-,-,,1,2023,J47,Bronquectasia
Ermelino Matarazzo,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Freguesia do Ó,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Grajaú,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Guaianases,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Iguatemi,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Ipiranga,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Itaim Bibi,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Itaim Paulista,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Itaquera,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Jabaquara,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Jaçanã,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Jaguara,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Jaguaré,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Jaraguá,,-,1,-,-,-,-,-,,1,2023,J47,Bronquectasia
Jardim Ângela,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Jardim Helena,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Jardim Paulista,,-,-,-,-,-,1,-,,1,2023,J47,Bronquectasia
Jardim São Luís,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
José Bonifácio,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Lajeado,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Lapa,,-,-,-,-,-,1,-,,1,2023,J47,Bronquectasia
Liberdade,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Limão,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Mandaqui,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Marsilac,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Moema,,-,-,-,-,-,1,-,,1,2023,J47,Bronquectasia
Moóca,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Morumbi,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Parelheiros,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Pari,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Parque do Carmo,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Pedreira,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Penha,,-,-,-,-,-,1,-,,1,2023,J47,Bronquectasia
Perdizes,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Perus,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Pinheiros,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Pirituba,,1,-,-,-,-,-,-,,1,2023,J47,Bronquectasia
Ponte Rasa,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Raposo Tavares,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
República,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Rio Pequeno,,-,1,-,-,-,-,-,,1,2023,J47,Bronquectasia
Sacomã,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Santa Cecília,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Santana,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Santo Amaro,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
São Domingos,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
São Lucas,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
São Mateus,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
São Miguel,,-,-,-,-,-,1,-,,1,2023,J47,Bronquectasia
São Rafael,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Sapopemba,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Saúde,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Sé,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Socorro,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Tatuapé,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Tremembé,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Tucuruvi,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Andrade,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Curuçá,,-,-,-,1,-,-,-,,1,2023,J47,Bronquectasia
Vila Formosa,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Guilherme,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Jacuí,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Leopoldina,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Maria,,-,-,-,-,-,-,1,,1,2023,J47,Bronquectasia
Vila Mariana,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Matilde,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Medeiros,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Prudente,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Vila Sônia,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Desconhecido,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Ignorado,,-,-,-,-,-,-,-,,-,2023,J47,Bronquectasia
Água Rasa,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Alto de Pinheiros,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Anhanguera,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Aricanduva,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Artur Alvim,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Barra Funda,,,-,-,,-,1,-,,1,2024,J47,Bronquectasia
Bela Vista,,,-,-,,-,1,-,,1,2024,J47,Bronquectasia
Belém,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Bom Retiro,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Brás,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Brasilândia,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Butantã,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cachoeirinha,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cambuci,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Campo Belo,,,-,-,,-,1,-,,1,2024,J47,Bronquectasia
Campo Grande,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Campo Limpo,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cangaíba,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Capão Redondo,,,-,-,,1,-,-,,1,2024,J47,Bronquectasia
Carrão,,,-,-,,1,-,-,,1,2024,J47,Bronquectasia
Casa Verde,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cidade Ademar,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cidade Dutra,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cidade Líder,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cidade Tiradentes,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Consolação,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Cursino,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Ermelino Matarazzo,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Freguesia do Ó,,,-,-,,1,-,-,,1,2024,J47,Bronquectasia
Grajaú,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Guaianases,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Iguatemi,,,-,1,,-,-,-,,1,2024,J47,Bronquectasia
Ipiranga,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Itaim Bibi,,,-,-,,-,2,-,,2,2024,J47,Bronquectasia
Itaim Paulista,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Itaquera,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jabaquara,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jaçanã,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jaguara,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jaguaré,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jaraguá,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jardim Ângela,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jardim Helena,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jardim Paulista,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Jardim São Luís,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
José Bonifácio,,,-,-,,1,1,-,,2,2024,J47,Bronquectasia
Lajeado,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Lapa,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Liberdade,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Limão,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Mandaqui,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Marsilac,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Moema,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Moóca,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Morumbi,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Parelheiros,,,-,-,,-,-,1,,1,2024,J47,Bronquectasia
Pari,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Parque do Carmo,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Pedreira,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Penha,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Perdizes,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Perus,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Pinheiros,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Pirituba,,,1,-,,1,-,-,,2,2024,J47,Bronquectasia
Ponte Rasa,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Raposo Tavares,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
República,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Rio Pequeno,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Sacomã,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Santa Cecília,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Santana,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Santo Amaro,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
São Domingos,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
São Lucas,,,-,-,,-,1,-,,1,2024,J47,Bronquectasia
São Mateus,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
São Miguel,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
São Rafael,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Sapopemba,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Saúde,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Sé,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Socorro,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Tatuapé,,,-,-,,-,1,-,,1,2024,J47,Bronquectasia
Tremembé,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Tucuruvi,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Vila Andrade,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Vila Curuçá,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Vila Formosa,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Vila Guilherme,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Vila Jacuí,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Vila Leopoldina,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Vila Maria,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Vila Mariana,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Vila Matilde,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Vila Medeiros,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Vila Prudente,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Vila Sônia,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Desconhecido,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Ignorado,,,-,-,,-,-,-,,-,2024,J47,Bronquectasia
Água Rasa,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Alto de Pinheiros,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Anhanguera,-,-,,-,1,-,-,,-,1,2025,J47,Bronquectasia
Aricanduva,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Artur Alvim,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Barra Funda,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Bela Vista,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Belém,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Bom Retiro,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Brás,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Brasilândia,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Butantã,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Cachoeirinha,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Cambuci,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Campo Belo,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Campo Grande,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Campo Limpo,-,-,,-,-,-,1,,-,1,2025,J47,Bronquectasia
Cangaíba,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Capão Redondo,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Carrão,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Casa Verde,-,-,,1,-,-,-,,-,1,2025,J47,Bronquectasia
Cidade Ademar,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Cidade Dutra,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Cidade Líder,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Cidade Tiradentes,-,-,,1,-,-,-,,-,1,2025,J47,Bronquectasia
Consolação,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Cursino,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Ermelino Matarazzo,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Freguesia do Ó,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Grajaú,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Guaianases,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Iguatemi,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Ipiranga,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Itaim Bibi,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Itaim Paulista,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Itaquera,1,-,,-,-,-,-,,-,1,2025,J47,Bronquectasia
Jabaquara,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Jaçanã,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Jaguara,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Jaguaré,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Jaraguá,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Jardim Ângela,-,-,,-,1,-,-,,-,1,2025,J47,Bronquectasia
Jardim Helena,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Jardim Paulista,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Jardim São Luís,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
José Bonifácio,-,-,,-,-,-,1,,-,1,2025,J47,Bronquectasia
Lajeado,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Lapa,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Liberdade,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Limão,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Mandaqui,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Marsilac,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Moema,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Moóca,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Morumbi,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Parelheiros,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Pari,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Parque do Carmo,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Pedreira,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Penha,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Perdizes,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Perus,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Pinheiros,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Pirituba,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Ponte Rasa,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Raposo Tavares,-,1,,-,-,-,-,,-,1,2025,J47,Bronquectasia
República,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Rio Pequeno,-,-,,1,-,-,-,,-,1,2025,J47,Bronquectasia
Sacomã,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Santa Cecília,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Santana,-,-,,-,1,-,-,,-,1,2025,J47,Bronquectasia
Santo Amaro,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
São Domingos,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
São Lucas,-,-,,-,-,1,-,,-,1,2025,J47,Bronquectasia
São Mateus,-,-,,1,-,-,-,,-,1,2025,J47,Bronquectasia
São Miguel,-,1,,-,-,-,-,,-,1,2025,J47,Bronquectasia
São Rafael,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Sapopemba,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Saúde,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Sé,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Socorro,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Tatuapé,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Tremembé,-,-,,-,-,1,-,,-,1,2025,J47,Bronquectasia
Tucuruvi,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Vila Andrade,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Vila Curuçá,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Vila Formosa,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Vila Guilherme,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Vila Jacuí,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Vila Leopoldina,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Vila Maria,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Vila Mariana,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Vila Matilde,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Vila Medeiros,-,-,,-,-,-,1,,-,1,2025,J47,Bronquectasia
Vila Prudente,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Vila Sônia,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Desconhecido,-,-,,-,-,-,-,,-,-,2025,J47,Bronquectasia
Ignorado,-,-,,-,-,-,-,,1,1,2025,J47,Bronquectasia
